date,hy,kpj,zgj,zdj,spj,zd,zdf,jqpjj,cjl,url
2016-05-04,Au99.99,275.00,275.00,267.80,268.35,-2.34,-0.0086,268.35,"24,332.92",https://www.sge.com.cn/sjzx/mrhqsj/537998
2016-05-05,Au99.99,269.49,269.72,267.20,267.60,-0.75,-0.0028,268.15,"26,685.08",https://www.sge.com.cn/sjzx/mrhqsj/538021
2016-05-06,Au99.99,268.00,269.19,266.20,268.23,0.63,0.0024,267.87,"16,573.26",https://www.sge.com.cn/sjzx/mrhqsj/538058
2016-05-09,Au99.99,268.60,270.90,267.50,268.10,-0.13,-0.0005,268.43,"23,151.74",https://www.sge.com.cn/sjzx/mrhqsj/538090
2016-05-10,Au99.99,267.50,267.79,265.00,266.00,-2.1,-0.0078,265.74,"35,177.20",https://www.sge.com.cn/sjzx/mrhqsj/538112
2016-05-11,Au99.99,264.00,267.34,260.99,267.03,1.03,0.0039,266.77,"28,681.86",https://www.sge.com.cn/sjzx/mrhqsj/538123
2016-05-12,Au99.99,267.99,267.99,266.17,266.40,-0.63,-0.0024,266.63,"25,654.26",https://www.sge.com.cn/sjzx/mrhqsj/538146
2016-05-13,Au99.99,267.00,268.20,265.62,267.49,1.09,0.0041,267.07,"19,509.74",https://www.sge.com.cn/sjzx/mrhqsj/538179
2016-05-16,Au99.99,267.95,269.70,266.30,269.35,1.86,0.007,269.10,"27,012.52",https://www.sge.com.cn/sjzx/mrhqsj/538216
2016-05-17,Au99.99,269.34,270.40,267.70,267.89,-1.46,-0.0054,268.32,"28,415.52",https://www.sge.com.cn/sjzx/mrhqsj/538244
2016-05-18,Au99.99,268.00,268.95,267.50,267.93,0.04,0.0002,268.25,"36,369.56",https://www.sge.com.cn/sjzx/mrhqsj/538263
2016-05-19,Au99.99,268.30,268.40,264.10,264.50,-3.43,-0.0128,264.92,"32,643.70",https://www.sge.com.cn/sjzx/mrhqsj/538293
2016-05-20,Au99.99,264.00,265.00,262.90,264.51,0.01,0,264.56,"26,127.52",https://www.sge.com.cn/sjzx/mrhqsj/538347
2016-05-23,Au99.99,265.88,265.88,263.60,264.11,-0.4,-0.0015,264.13,"27,147.88",https://www.sge.com.cn/sjzx/mrhqsj/538372
2016-05-24,Au99.99,263.01,264.10,262.30,262.45,-1.66,-0.0063,263.02,"36,155.46",https://www.sge.com.cn/sjzx/mrhqsj/538385
2016-05-25,Au99.99,262.45,262.50,258.40,258.45,-4,-0.0152,259.23,"27,182.46",https://www.sge.com.cn/sjzx/mrhqsj/538420
2016-05-26,Au99.99,259.00,260.40,258.50,259.85,1.4,0.0054,259.91,"25,198.22",https://www.sge.com.cn/sjzx/mrhqsj/538442
2016-05-27,Au99.99,259.50,260.39,256.44,258.03,-1.82,-0.007,257.75,"17,021.12",https://www.sge.com.cn/sjzx/mrhqsj/538488
2016-05-30,Au99.99,258.88,258.88,254.50,255.30,-2.73,-0.0106,255.09,"19,759.86",https://www.sge.com.cn/sjzx/mrhqsj/538504
2016-05-31,Au99.99,256.79,257.60,255.70,256.90,1.6,0.0063,257.21,"19,787.90",https://www.sge.com.cn/sjzx/mrhqsj/538525
2016-06-01,Au99.99,257.48,258.85,256.60,258.30,1.4,0.0055,258.27,"17,347.90",https://www.sge.com.cn/sjzx/mrhqsj/538565
2016-06-02,Au99.99,258.25,258.88,256.50,257.98,-0.32,-0.0012,257.59,"26,672.12",https://www.sge.com.cn/sjzx/mrhqsj/538587
2016-06-03,Au99.99,258.85,258.85,256.80,257.40,-0.58,-0.0023,257.03,"16,367.54",https://www.sge.com.cn/sjzx/mrhqsj/538606
2016-06-06,Au99.99,257.39,262.80,257.30,262.49,5.09,0.0198,262.43,"27,084.46",https://www.sge.com.cn/sjzx/mrhqsj/538662
2016-06-07,Au99.99,263.00,263.70,262.00,262.90,0.41,0.0016,263.27,"32,831.54",https://www.sge.com.cn/sjzx/mrhqsj/538710
2016-06-08,Au99.99,262.95,265.48,261.70,265.10,2.2,0.0084,264.36,"19,212.62",https://www.sge.com.cn/sjzx/mrhqsj/538743
2016-06-13,Au99.99,265.10,272.28,265.10,271.75,6.65,0.0251,271.32,"25,732.64",https://www.sge.com.cn/sjzx/mrhqsj/538758
2016-06-14,Au99.99,271.75,278.00,271.00,271.50,-0.25,-0.0009,271.54,"38,777.26",https://www.sge.com.cn/sjzx/mrhqsj/538812
2016-06-15,Au99.99,271.50,273.40,271.50,272.78,1.28,0.0047,272.98,"54,823",https://www.sge.com.cn/sjzx/mrhqsj/538838
2016-06-16,Au99.99,272.70,278.19,271.90,277.66,4.88,0.0179,276.43,"21,906.46",https://www.sge.com.cn/sjzx/mrhqsj/538855
2016-06-17,Au99.99,276.01,278.52,270.50,272.70,-4.96,-0.0179,272.14,"22,323.46",https://www.sge.com.cn/sjzx/mrhqsj/538883
2016-06-20,Au99.99,273.99,274.50,271.68,272.00,-0.7,-0.0026,272.21,"26,537.46",https://www.sge.com.cn/sjzx/mrhqsj/538916
2016-06-21,Au99.99,272.00,273.20,271.20,271.64,-0.36,-0.0013,272.00,"25,924.62",https://www.sge.com.cn/sjzx/mrhqsj/538952
2016-06-22,Au99.99,269.00,270.40,267.70,268.56,-3.08,-0.0113,268.59,"29,038.82",https://www.sge.com.cn/sjzx/mrhqsj/538974
2016-06-23,Au99.99,267.01,269.09,266.19,268.90,0.34,0.0013,268.40,"43,901.52",https://www.sge.com.cn/sjzx/mrhqsj/538990
2016-06-24,Au99.99,268.20,283.50,267.40,281.44,12.54,0.0466,278.32,"29,026.82",https://www.sge.com.cn/sjzx/mrhqsj/539022
2016-06-27,Au99.99,281.45,283.59,279.01,282.84,1.4,0.005,282.97,"23,556.26",https://www.sge.com.cn/sjzx/mrhqsj/539068
2016-06-28,Au99.99,284.00,284.00,281.60,281.67,-1.17,-0.0041,282.25,"25,471.40",https://www.sge.com.cn/sjzx/mrhqsj/539093
2016-06-29,Au99.99,281.67,283.40,280.80,283.00,1.33,0.0047,282.82,"42,300.56",https://www.sge.com.cn/sjzx/mrhqsj/539138
2016-06-30,Au99.99,282.99,283.59,281.35,281.50,-1.5,-0.0053,281.65,"16,564.94",https://www.sge.com.cn/sjzx/mrhqsj/539162
2016-07-01,Au99.99,282.95,286.37,281.90,285.89,4.39,0.0156,285.27,"21,480.50",https://www.sge.com.cn/sjzx/mrhqsj/539183
2016-07-04,Au99.99,285.00,291.25,281.00,289.87,3.98,0.0139,289.64,"22,421.86",https://www.sge.com.cn/sjzx/mrhqsj/539224
2016-07-05,Au99.99,300.00,300.00,287.30,288.68,-1.19,-0.0041,288.50,"18,314.04",https://www.sge.com.cn/sjzx/mrhqsj/539244
2016-07-06,Au99.99,289.99,295.50,288.21,293.82,5.14,0.0178,294.72,"27,635.62",https://www.sge.com.cn/sjzx/mrhqsj/539272
2016-07-07,Au99.99,295.99,295.99,293.77,294.25,0.43,0.0015,294.42,"31,974.32",https://www.sge.com.cn/sjzx/mrhqsj/539297
2016-07-08,Au99.99,291.09,293.99,290.41,291.63,-2.62,-0.0089,291.81,"18,208.48",https://www.sge.com.cn/sjzx/mrhqsj/539311
2016-07-11,Au99.99,292.28,295.20,288.00,293.00,1.37,0.0047,294.28,"27,659.32",https://www.sge.com.cn/sjzx/mrhqsj/539326
2016-07-12,Au99.99,292.01,293.28,291.50,292.40,-0.6,-0.0021,292.15,"23,508.52",https://www.sge.com.cn/sjzx/mrhqsj/539360
2016-07-13,Au99.99,292.00,292.00,286.40,289.42,-2.98,-0.0102,288.32,"33,471.10",https://www.sge.com.cn/sjzx/mrhqsj/539390
2016-07-14,Au99.99,292.00,292.00,286.88,287.40,-2.02,-0.007,288.15,"27,228.38",https://www.sge.com.cn/sjzx/mrhqsj/539419
2016-07-15,Au99.99,286.99,287.40,284.70,287.04,-0.36,-0.0013,286.32,"30,075.16",https://www.sge.com.cn/sjzx/mrhqsj/539443
2016-07-18,Au99.99,287.99,287.99,285.50,286.29,-0.75,-0.0026,286.63,"23,269.84",https://www.sge.com.cn/sjzx/mrhqsj/539479
2016-07-19,Au99.99,286.00,288.44,286.00,287.02,0.73,0.0025,286.87,"21,611.54",https://www.sge.com.cn/sjzx/mrhqsj/539500
2016-07-20,Au99.99,288.20,288.20,285.58,285.85,-1.17,-0.0041,286.62,"25,981.66",https://www.sge.com.cn/sjzx/mrhqsj/539517
2016-07-21,Au99.99,285.16,285.16,282.20,283.34,-2.51,-0.0088,282.89,"19,341.50",https://www.sge.com.cn/sjzx/mrhqsj/539535
2016-07-22,Au99.99,283.90,286.30,283.00,285.00,1.66,0.0059,284.87,"12,231.46",https://www.sge.com.cn/sjzx/mrhqsj/539555
2016-07-25,Au99.99,285.80,285.80,282.80,283.27,-1.73,-0.0061,283.29,"16,607.08",https://www.sge.com.cn/sjzx/mrhqsj/539598
2016-07-26,Au99.99,284.99,284.99,282.60,283.97,0.7,0.0025,283.60,"16,024.60",https://www.sge.com.cn/sjzx/mrhqsj/539624
2016-07-27,Au99.99,284.00,284.19,282.56,283.63,-0.34,-0.0012,283.25,"14,467.68",https://www.sge.com.cn/sjzx/mrhqsj/539642
2016-07-28,Au99.99,283.20,287.95,283.20,287.71,4.08,0.0144,287.27,"22,448.04",https://www.sge.com.cn/sjzx/mrhqsj/539667
2016-07-29,Au99.99,288.88,288.88,285.71,285.83,-1.88,-0.0065,286.49,"10,606.58",https://www.sge.com.cn/sjzx/mrhqsj/539791
2016-08-01,Au99.99,286.95,288.67,286.00,288.17,2.34,0.0082,288.20,"14,321.58",https://www.sge.com.cn/sjzx/mrhqsj/539811
2016-08-02,Au99.99,288.99,290.40,288.08,290.10,1.93,0.0067,288.93,"8,437.26",https://www.sge.com.cn/sjzx/mrhqsj/539834
2016-08-03,Au99.99,290.99,291.90,290.11,291.90,1.8,0.0062,291.18,"22,726.90",https://www.sge.com.cn/sjzx/mrhqsj/539858
2016-08-04,Au99.99,291.89,291.89,288.38,289.05,-2.85,-0.0098,289.39,"17,259.94",https://www.sge.com.cn/sjzx/mrhqsj/539902
2016-08-05,Au99.99,290.88,292.20,290.31,292.12,3.07,0.0106,291.53,"12,291.44",https://www.sge.com.cn/sjzx/mrhqsj/539947
2016-08-08,Au99.99,291.99,291.99,285.87,286.42,-5.7,-0.0195,286.67,"23,001.30",https://www.sge.com.cn/sjzx/mrhqsj/539966
2016-08-09,Au99.99,286.42,289.00,285.31,289.00,2.58,0.009,286.11,"16,803.12",https://www.sge.com.cn/sjzx/mrhqsj/539991
2016-08-11,Au99.99,289.59,289.98,287.05,287.84,-1.75,-0.006,287.42,"29,189.32",https://www.sge.com.cn/sjzx/mrhqsj/540046
2016-08-11,Au99.99,289.00,290.07,285.85,289.59,0.59,0.002,289.20,"14,970",https://www.sge.com.cn/sjzx/mrhqsj/540007
2016-08-12,Au99.99,287.98,289.28,286.58,286.80,-1.04,-0.0036,286.96,"21,594.64",https://www.sge.com.cn/sjzx/mrhqsj/540095
2016-08-15,Au99.99,287.99,289.30,285.80,287.35,0.55,0.0019,286.98,"18,762.48",https://www.sge.com.cn/sjzx/mrhqsj/540124
2016-08-16,Au99.99,287.99,288.65,286.40,287.98,0.63,0.0022,288.00,"19,383.16",https://www.sge.com.cn/sjzx/mrhqsj/540146
2016-08-17,Au99.99,289.20,289.60,286.79,286.79,-1.19,-0.0041,287.21,"25,321.70",https://www.sge.com.cn/sjzx/mrhqsj/540169
2016-08-18,Au99.99,287.20,289.30,287.00,288.87,2.08,0.0073,288.76,"20,227.88",https://www.sge.com.cn/sjzx/mrhqsj/540203
2016-08-19,Au99.99,288.30,288.99,287.70,288.20,-0.67,-0.0023,288.49,"15,392.24",https://www.sge.com.cn/sjzx/mrhqsj/540228
2016-08-22,Au99.99,287.70,288.50,286.11,286.35,-1.85,-0.0064,286.45,"17,898.08",https://www.sge.com.cn/sjzx/mrhqsj/540250
2016-08-23,Au99.99,286.95,287.50,286.23,286.82,0.47,0.0016,286.74,"17,281.60",https://www.sge.com.cn/sjzx/mrhqsj/540274
2016-08-24,Au99.99,287.90,287.90,286.70,286.70,-0.12,-0.0004,286.91,"18,278.78",https://www.sge.com.cn/sjzx/mrhqsj/540300
2016-08-25,Au99.99,287.29,287.29,284.20,284.89,-1.81,-0.0063,284.63,"19,823.08",https://www.sge.com.cn/sjzx/mrhqsj/540318
2016-08-26,Au99.99,284.20,284.90,283.22,284.89,0,0,284.48,"24,873.92",https://www.sge.com.cn/sjzx/mrhqsj/540346
2016-08-29,Au99.99,285.20,287.28,283.30,283.50,-1.39,-0.0049,283.62,"27,683.24",https://www.sge.com.cn/sjzx/mrhqsj/540377
2016-08-30,Au99.99,283.90,285.00,283.00,283.99,0.49,0.0017,284.58,"32,914.84",https://www.sge.com.cn/sjzx/mrhqsj/540402
2016-08-31,Au99.99,284.99,284.99,282.62,283.19,-0.8,-0.0028,282.91,"27,405.84",https://www.sge.com.cn/sjzx/mrhqsj/540431
2016-09-01,Au99.99,282.52,283.50,281.41,281.49,-1.7,-0.006,282.02,"23,131.46",https://www.sge.com.cn/sjzx/mrhqsj/540449
2016-09-02,Au99.99,281.45,282.95,280.86,282.46,0.97,0.0035,282.59,"17,254.46",https://www.sge.com.cn/sjzx/mrhqsj/540483
2016-09-05,Au99.99,284.54,285.75,282.65,285.33,2.87,0.0102,285.32,"17,154.42",https://www.sge.com.cn/sjzx/mrhqsj/540513
2016-09-06,Au99.99,286.25,286.30,285.40,286.30,0.97,0.0034,285.73,"15,159.76",https://www.sge.com.cn/sjzx/mrhqsj/540537
2016-09-07,Au99.99,286.30,290.45,286.00,289.37,3.07,0.0107,289.95,"17,072.52",https://www.sge.com.cn/sjzx/mrhqsj/540560
2016-09-08,Au99.99,289.48,289.50,288.20,289.20,-0.17,-0.0006,289.30,"19,153.84",https://www.sge.com.cn/sjzx/mrhqsj/540584
2016-09-09,Au99.99,289.69,289.69,287.51,287.70,-1.5,-0.0052,287.86,"17,508.94",https://www.sge.com.cn/sjzx/mrhqsj/540603
2016-09-12,Au99.99,288.58,288.58,285.55,286.39,-1.31,-0.0046,286.03,"17,075.14",https://www.sge.com.cn/sjzx/mrhqsj/540625
2016-09-13,Au99.99,285.55,286.84,285.20,286.15,-0.24,-0.0008,286.38,"22,355.44",https://www.sge.com.cn/sjzx/mrhqsj/540655
2016-09-14,Au99.99,285.99,286.10,283.50,284.95,-1.2,-0.0042,284.38,"23,202.90",https://www.sge.com.cn/sjzx/mrhqsj/540691
2016-09-19,Au99.99,285.10,285.10,282.20,283.80,-1.15,-0.004,283.29,"33,847",https://www.sge.com.cn/sjzx/mrhqsj/540732
2016-09-20,Au99.99,283.41,284.00,283.20,283.50,-0.3,-0.0011,283.46,"26,190.92",https://www.sge.com.cn/sjzx/mrhqsj/540750
2016-09-21,Au99.99,284.49,284.50,283.00,284.40,0.9,0.0032,283.62,"31,431.44",https://www.sge.com.cn/sjzx/mrhqsj/540794
2016-09-22,Au99.99,285.20,286.90,284.95,286.85,2.45,0.0086,286.07,"45,960.26",https://www.sge.com.cn/sjzx/mrhqsj/540823
2016-09-23,Au99.99,286.85,288.09,286.50,286.80,-0.05,-0.0002,287.14,"28,135.32",https://www.sge.com.cn/sjzx/mrhqsj/540851
2016-09-26,Au99.99,287.97,287.97,286.67,287.12,0.32,0.0011,287.09,"25,181.06",https://www.sge.com.cn/sjzx/mrhqsj/540874
2016-09-27,Au99.99,287.30,288.00,286.79,287.49,0.37,0.0013,287.05,"21,046.70",https://www.sge.com.cn/sjzx/mrhqsj/540912
2016-09-28,Au99.99,287.65,287.65,284.60,284.91,-2.58,-0.0090,285.12,"27,710.56",https://www.sge.com.cn/sjzx/mrhqsj/540934
2016-09-29,Au99.99,284.65,285.39,284.18,284.54,-0.37,-0.0013,284.88,"19,885.96",https://www.sge.com.cn/sjzx/mrhqsj/540952
2016-09-30,Au99.99,284.99,285.20,283.01,284.95,0.41,0.0014,284.85,"8,584.60",https://www.sge.com.cn/sjzx/mrhqsj/540976
2016-10-10,Au99.99,284.95,284.95,272.00,273.32,-11.63,-0.0408,272.92,"37,426.76",https://www.sge.com.cn/sjzx/mrhqsj/541010
2016-10-11,Au99.99,273.12,273.64,272.50,273.35,0.03,0.0001,272.86,"27,839.38",https://www.sge.com.cn/sjzx/mrhqsj/541032
2016-10-12,Au99.99,273.10,273.49,272.37,272.65,-0.7,-0.0026,272.63,"25,029.26",https://www.sge.com.cn/sjzx/mrhqsj/541066
2016-10-13,Au99.99,273.10,273.95,272.00,273.21,0.56,0.0021,273.41,"25,369.24",https://www.sge.com.cn/sjzx/mrhqsj/541102
2016-10-14,Au99.99,272.83,274.00,272.66,272.80,-0.41,-0.0015,272.92,"25,493.02",https://www.sge.com.cn/sjzx/mrhqsj/541121
2016-10-17,Au99.99,272.55,273.50,271.50,273.06,0.26,0.0010,272.91,"21,052.30",https://www.sge.com.cn/sjzx/mrhqsj/541151
2016-10-18,Au99.99,272.10,275.00,272.10,274.97,1.91,0.0070,273.99,"25,245.52",https://www.sge.com.cn/sjzx/mrhqsj/541179
2016-10-19,Au99.99,274.97,274.99,273.80,274.61,-0.36,-0.0013,274.66,"29,494.06",https://www.sge.com.cn/sjzx/mrhqsj/541197
2016-10-20,Au99.99,276.98,277.49,276.00,276.00,1.39,0.0051,276.56,"22,850",https://www.sge.com.cn/sjzx/mrhqsj/541233
2016-10-21,Au99.99,276.60,276.88,275.21,275.54,-0.46,-0.0017,275.5,"19,130.98",https://www.sge.com.cn/sjzx/mrhqsj/541259
2016-10-24,Au99.99,276.55,278.70,275.78,276.89,1.35,0.0049,276.39,"16,992.60",https://www.sge.com.cn/sjzx/mrhqsj/541284
2016-10-25,Au99.99,276.52,277.99,276.30,277.31,0.42,0.0015,276.92,"23,001.70",https://www.sge.com.cn/sjzx/mrhqsj/541327
2016-10-26,Au99.99,277.33,278.98,277.21,278.77,1.46,0.0053,278.77,"37,080.86",https://www.sge.com.cn/sjzx/mrhqsj/541375
2016-10-27,Au99.99,277.99,279.98,277.20,277.68,-1.09,-0.0039,277.48,"26,773.16",https://www.sge.com.cn/sjzx/mrhqsj/541403
2016-10-28,Au99.99,278.50,279.00,277.31,277.55,-0.13,-0.0005,278.14,"28,421.72",https://www.sge.com.cn/sjzx/mrhqsj/541413
2016-10-31,Au99.99,277.78,280.00,277.00,278.93,1.38,0.0050,279.16,"14,204.18",https://www.sge.com.cn/sjzx/mrhqsj/541457
2016-11-01,Au99.99,279.40,280.20,278.40,280.11,1.18,0.0042,279.7,"22,037.16",https://www.sge.com.cn/sjzx/mrhqsj/541488
2016-11-02,Au99.99,281.99,282.85,280.55,282.57,2.46,0.0088,282,"21,985.48",https://www.sge.com.cn/sjzx/mrhqsj/541512
2016-11-03,Au99.99,283.49,284.78,282.85,283.73,1.16,0.0041,283.77,"15,124.60",https://www.sge.com.cn/sjzx/mrhqsj/541536
2016-11-04,Au99.99,281.50,284.18,281.50,282.94,-0.79,-0.0028,283.38,"16,661.74",https://www.sge.com.cn/sjzx/mrhqsj/541550
2016-11-07,Au99.99,283.00,284.80,281.31,281.38,-1.56,-0.0055,282.24,"16,303.82",https://www.sge.com.cn/sjzx/mrhqsj/541573
2016-11-08,Au99.99,281.30,282.99,280.10,280.70,-0.68,-0.0024,280.84,"14,053.08",https://www.sge.com.cn/sjzx/mrhqsj/541630
2016-11-09,Au99.99,283.97,289.90,279.22,288.38,7.68,0.0274,286.86,"18,336.34",https://www.sge.com.cn/sjzx/mrhqsj/541653
2016-11-10,Au99.99,288.30,288.30,282.15,282.60,-5.78,-0.0200,282.63,"32,162.42",https://www.sge.com.cn/sjzx/mrhqsj/541670
2016-11-11,Au99.99,282.50,282.89,276.10,278.47,-4.13,-0.0146,278.33,"21,699.82",https://www.sge.com.cn/sjzx/mrhqsj/541714
2016-11-14,Au99.99,278.35,280.00,268.00,271.99,-6.48,-0.0233,269.84,"25,152.84",https://www.sge.com.cn/sjzx/mrhqsj/541736
2016-11-15,Au99.99,272.75,273.78,270.10,273.69,1.70,0.0063,272.71,"23,976.02",https://www.sge.com.cn/sjzx/mrhqsj/541758
2016-11-16,Au99.99,273.69,275.00,272.30,273.26,-0.43,-0.0016,274.15,"25,182.28",https://www.sge.com.cn/sjzx/mrhqsj/541800
2016-11-17,Au99.99,273.00,275.00,273.00,273.45,0.19,0.0007,273.58,"19,393.84",https://www.sge.com.cn/sjzx/mrhqsj/541826
2016-11-18,Au99.99,273.80,273.95,270.02,270.70,-2.75,-0.0101,270.54,"24,009.26",https://www.sge.com.cn/sjzx/mrhqsj/541852
2016-11-21,Au99.99,271.85,272.88,270.60,272.80,2.10,0.0078,271.92,"22,737.14",https://www.sge.com.cn/sjzx/mrhqsj/541886
2016-11-22,Au99.99,273.80,273.80,272.10,272.41,-0.39,-0.0014,273.31,"16,531.34",https://www.sge.com.cn/sjzx/mrhqsj/541901
2016-11-23,Au99.99,273.70,273.70,272.11,273.00,0.59,0.0022,273.14,"13,452.18",https://www.sge.com.cn/sjzx/mrhqsj/541918
2016-11-24,Au99.99,272.55,273.49,270.00,270.40,-2.60,-0.0095,270.27,"13,224.60",https://www.sge.com.cn/sjzx/mrhqsj/541933
2016-11-25,Au99.99,270.99,270.99,264.51,269.36,-1.04,-0.0039,267.61,"20,193.48",https://www.sge.com.cn/sjzx/mrhqsj/541956
2016-11-28,Au99.99,269.99,271.86,268.46,270.59,1.23,0.0046,270.67,"14,676.12",https://www.sge.com.cn/sjzx/mrhqsj/541969
2016-11-29,Au99.99,270.68,271.88,268.60,268.69,-1.90,-0.0070,269.61,"15,590.12",https://www.sge.com.cn/sjzx/mrhqsj/541984
2016-11-30,Au99.99,268.61,269.35,266.00,267.91,-0.78,-0.0029,268.1,"20,363.54",https://www.sge.com.cn/sjzx/mrhqsj/542002
2016-12-01,Au99.99,267.50,267.99,263.20,265.54,-2.37,-0.0089,265.08,"17,522.36",https://www.sge.com.cn/sjzx/mrhqsj/542033
2016-12-02,Au99.99,265.39,265.50,263.75,265.34,-0.20,-0.0008,265.16,"27,893.44",https://www.sge.com.cn/sjzx/mrhqsj/542040
2016-12-05,Au99.99,265.10,267.24,264.00,265.00,-0.34,-0.0013,265.38,"14,182.98",https://www.sge.com.cn/sjzx/mrhqsj/542079
2016-12-06,Au99.99,265.00,266.20,263.98,264.69,-0.31,-0.0012,264.83,"16,050.72",https://www.sge.com.cn/sjzx/mrhqsj/542099
2016-12-07,Au99.99,265.00,265.47,264.10,265.45,0.76,0.0029,264.59,"16,998.38",https://www.sge.com.cn/sjzx/mrhqsj/542109
2016-12-08,Au99.99,265.00,268.50,264.80,268.49,3.04,0.0115,266.52,"23,689.14",https://www.sge.com.cn/sjzx/mrhqsj/542111
2016-12-09,Au99.99,268.30,268.30,265.10,266.49,-2.00,-0.0075,265.73,"29,170.66",https://www.sge.com.cn/sjzx/mrhqsj/542138
2016-12-12,Au99.99,265.26,265.86,264.00,265.00,-1.49,-0.0056,264.36,"25,013.32",https://www.sge.com.cn/sjzx/mrhqsj/542165
2016-12-13,Au99.99,264.55,265.40,264.00,265.34,0.34,0.0013,265.07,"23,690.20",https://www.sge.com.cn/sjzx/mrhqsj/542193
2016-12-14,Au99.99,265.00,265.95,264.20,265.93,0.59,0.0022,265.15,"30,597.60",https://www.sge.com.cn/sjzx/mrhqsj/542210
2016-12-15,Au99.99,265.93,266.70,262.20,263.00,-2.93,-0.0110,263.48,"27,985.72",https://www.sge.com.cn/sjzx/mrhqsj/542223
2016-12-16,Au99.99,262.60,263.30,261.70,262.11,-0.89,-0.0034,262.05,"37,362.40",https://www.sge.com.cn/sjzx/mrhqsj/542258
2016-12-19,Au99.99,262.45,263.50,262.02,262.76,0.65,0.0025,262.85,"35,026.40",https://www.sge.com.cn/sjzx/mrhqsj/5140814
2016-12-20,Au99.99,262.88,263.7,261.42,262.06,-0.7,262.53,"28,995.74","7,596,760,465.60",https://www.sge.com.cn/sjzx/mrhqsj/5140819
2016-12-21,Au99.99,262.40,262.65,258.60,260.97,-1.09,-0.0042,260.64,"28,913.70",https://www.sge.com.cn/sjzx/mrhqsj/5140834
2016-12-22,Au99.99,261.18,261.18,259.05,260.00,-0.97,-0.0037,259.76,"17,490.18",https://www.sge.com.cn/sjzx/mrhqsj/5140839
2016-12-23,Au99.99,258.95,260.37,258.70,260.07,0.07,0.0003,259.88,"29,799",https://www.sge.com.cn/sjzx/mrhqsj/5140850
2016-12-26,Au99.99,260.00,261.50,259.80,261.40,1.33,0.0051,260.45,"23,763.04",https://www.sge.com.cn/sjzx/mrhqsj/5140856
2016-12-27,Au99.99,261.40,262.00,260.60,261.67,0.27,0.0010,261.2,"37,662.46",https://www.sge.com.cn/sjzx/mrhqsj/5140858
2016-12-28,Au99.99,262.50,262.90,260.11,261.91,0.24,0.0009,262.09,"22,202.90",https://www.sge.com.cn/sjzx/mrhqsj/5140867
2016-12-29,Au99.99,261.60,263.20,260.80,262.99,1.08,0.0041,262.49,"32,651.44",https://www.sge.com.cn/sjzx/mrhqsj/5140875
2016-12-30,Au99.99,262.84,265.80,261.00,263.90,0.91,0.0035,264.27,"14,103",https://www.sge.com.cn/sjzx/mrhqsj/5140902
2017-01-03,Au99.99,264.04,265.20,258.00,263.65,-0.25,-0.0010,263.97,"25,727.72",https://www.sge.com.cn/sjzx/mrhqsj/5140912
2017-01-04,Au99.99,263.99,265.00,263.20,264.87,1.22,0.0046,264.61,"39,495.02",https://www.sge.com.cn/sjzx/mrhqsj/5140918
2017-01-05,Au99.99,265.98,265.98,264.00,264.73,-0.14,-0.0005,264.89,"32,353.82",https://www.sge.com.cn/sjzx/mrhqsj/5140924
2017-01-06,Au99.99,264.90,265.65,263.50,265.29,0.56,0.0021,265.24,"32,280.30",https://www.sge.com.cn/sjzx/mrhqsj/5140944
2017-01-09,Au99.99,265.06,266.00,264.66,265.89,0.60,0.0023,265.7,"26,863.94",https://www.sge.com.cn/sjzx/mrhqsj/5140950
2017-01-10,Au99.99,265.89,268.60,265.89,268.11,2.22,0.0084,268.12,"34,177.86",https://www.sge.com.cn/sjzx/mrhqsj/5140956
2017-01-11,Au99.99,268.88,269.88,268.00,269.09,0.98,0.0037,268.92,"32,032.88",https://www.sge.com.cn/sjzx/mrhqsj/5140966
2017-01-12,Au99.99,269.00,269.77,266.75,269.33,0.24,0.0009,269.26,"45,750.66",https://www.sge.com.cn/sjzx/mrhqsj/5140969
2017-01-13,Au99.99,270.60,270.60,268.42,268.79,-0.54,-0.0020,268.7,"32,794.32",https://www.sge.com.cn/sjzx/mrhqsj/5140971
2017-01-16,Au99.99,269.00,270.99,268.15,270.50,1.71,0.0064,270.13,"22,754.42",https://www.sge.com.cn/sjzx/mrhqsj/5140979
2017-01-17,Au99.99,270.98,272.51,270.00,272.18,1.68,0.0062,271.79,"24,975.78",https://www.sge.com.cn/sjzx/mrhqsj/5140989
2017-01-18,Au99.99,273.00,273.00,270.95,271.03,-1.15,-0.0042,271.67,"30,412.26",https://www.sge.com.cn/sjzx/mrhqsj/5140997
2017-01-19,Au99.99,273.00,273.00,268.00,268.03,-3.00,-0.0111,268.52,"28,088.60",https://www.sge.com.cn/sjzx/mrhqsj/5140999
2017-01-20,Au99.99,268.99,269.36,268.00,269.05,1.02,0.0038,269.16,"25,057.20",https://www.sge.com.cn/sjzx/mrhqsj/5141010
2017-01-23,Au99.99,269.33,271.00,268.15,270.28,1.23,0.0046,270.64,"28,536.90",https://www.sge.com.cn/sjzx/mrhqsj/5141016
2017-01-24,Au99.99,270.48,270.66,269.70,269.85,-0.43,-0.0016,270.05,"23,837.20",https://www.sge.com.cn/sjzx/mrhqsj/5141023
2017-01-25,Au99.99,270.49,271.15,267.70,268.07,-1.78,-0.0066,268.45,"25,750.90",https://www.sge.com.cn/sjzx/mrhqsj/5141029
